Strain	Carbon_source	BdStrain	Spearman_rho	p_value	Significant	N	comparison
620	Panama68B	N-acetyl glucosamine	Jel423	0.808250912452355	0.00465926042883902	TRUE	10	OD600-Inhib
621	Panama68B	Peptone	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
622	Panama68B	Peptone	Jel423	-0.0738548945875996	0.839320761006026	FALSE	10	OD600-Inhib
623	Panama68B	Pyruvate	Jel197	0.46869249754278	0.171825281136541	FALSE	10	OD600-Inhib
624	Panama68B	Pyruvate	Jel423	0.353609774197905	0.31615927660174	FALSE	10	OD600-Inhib
625	Panama68B	R2A	Jel197	0.295419578350399	0.407276101901824	FALSE	10	OD600-Inhib
626	Panama68B	R2A	Jel423	0.837022138659463	0.00252305208693528	TRUE	10	OD600-Inhib
627	Panama68B	Succinate	Jel197	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
628	Panama68B	Succinate	Jel423	0.395091838659836	0.25848020252162	FALSE	10	OD600-Inhib
629	Panama68B	Tryptone	Jel197	-0.615457454896664	0.0582052026037335	FALSE	10	OD600-Inhib
630	Panama68B	Tryptone	Jel423	-0.147709789175199	0.683842812890721	FALSE	10	OD600-Inhib
631	Panama68B	Xylose	Jel197	0.454641138254449	0.186800296889903	FALSE	10	OD600-Inhib
632	Panama68B	Xylose	Jel423	-0.227320569127225	0.527645286117417	FALSE	10	OD600-Inhib
633	Panama68B	Yeast extract	Jel197	0.590839156700797	0.072077391733668	FALSE	10	OD600-Inhib
634	Panama68B	Yeast extract	Jel423	0.580291138031634	0.0786246583025237	FALSE	10	OD600-Inhib
635	RSM3.2	Acetate	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
636	RSM3.2	Acetate	Jel423	0.64007575309253	0.0462211867490839	TRUE	10	OD600-Inhib
637	RSM3.2	Arabinose	Jel197	-0.147709789175199	0.683842812890721	FALSE	10	OD600-Inhib
638	RSM3.2	Arabinose	Jel423	0.541602560309064	0.105879566424054	FALSE	10	OD600-Inhib
639	RSM3.2	Citrate	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
640	RSM3.2	Citrate	Jel423	-0.320037876546265	0.367323438077517	FALSE	10	OD600-Inhib
641	RSM3.2	Dextrose	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
642	RSM3.2	Dextrose	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
643	RSM3.2	Fructose	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
644	RSM3.2	Fructose	Jel423	0.541602560309064	0.105879566424054	FALSE	10	OD600-Inhib
645	RSM3.2	Galactose	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
646	RSM3.2	Galactose	Jel423	0.541602560309064	0.105879566424054	FALSE	10	OD600-Inhib
647	RSM3.2	Heart infusion	Jel197	-0.147709789175199	0.683842812890721	FALSE	10	OD600-Inhib
648	RSM3.2	Heart infusion	Jel423	-0.0984731927834662	0.786666590981501	FALSE	10	OD600-Inhib
649	RSM3.2	LB	Jel197	0.837022138659463	0.00252305208693528	TRUE	10	OD600-Inhib
650	RSM3.2	LB	Jel423	0.0492365963917331	0.892555668988562	FALSE	10	OD600-Inhib
651	RSM3.2	Lactose	Jel197	-0.172328087371066	0.634029046428523	FALSE	10	OD600-Inhib
652	RSM3.2	Lactose	Jel423	-0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
653	RSM3.2	Malt extract	Jel197	-0.64007575309253	0.0462211867490839	TRUE	10	OD600-Inhib
654	RSM3.2	Malt extract	Jel423	0.0246182981958665	0.946180098725264	FALSE	10	OD600-Inhib
655	RSM3.2	Mannitol	Jel197	0.886258735051196	0.000636951815942936	TRUE	10	OD600-Inhib
656	RSM3.2	Mannitol	Jel423	0.0246182981958665	0.946180098725264	FALSE	10	OD600-Inhib
657	RSM3.2	Mannose	Jel197	0.196946385566932	0.585505074276392	FALSE	10	OD600-Inhib
658	RSM3.2	Mannose	Jel423	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
659	RSM3.2	N-acetyl glucosamine	Jel197	0.516984262113198	0.125969581177834	FALSE	10	OD600-Inhib
660	RSM3.2	N-acetyl glucosamine	Jel423	-0.295419578350399	0.407276101901824	FALSE	10	OD600-Inhib
661	RSM3.2	Peptone	Jel197	0.78778554226773	0.00680728262378728	TRUE	10	OD600-Inhib
662	RSM3.2	Peptone	Jel423	0.492365963917331	0.148266104168823	FALSE	10	OD600-Inhib
663	RSM3.2	Pyruvate	Jel197	0.656703866367538	0.0391375933420757	TRUE	10	OD600-Inhib
664	RSM3.2	Pyruvate	Jel423	0.202062728113089	0.575597039904769	FALSE	10	OD600-Inhib
665	RSM3.2	R2A	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
666	RSM3.2	R2A	Jel423	0.615457454896664	0.0582052026037335	FALSE	10	OD600-Inhib
667	RSM3.2	Succinate	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
668	RSM3.2	Succinate	Jel423	0.246182981958665	0.492942915754129	FALSE	10	OD600-Inhib
669	RSM3.2	Tryptone	Jel197	0.0246182981958665	0.946180098725264	FALSE	10	OD600-Inhib
670	RSM3.2	Tryptone	Jel423	0.0984731927834662	0.786666590981501	FALSE	10	OD600-Inhib
671	RSM3.2	Xylose	Jel197	-0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
672	RSM3.2	Xylose	Jel423	-0.295419578350399	0.407276101901824	FALSE	10	OD600-Inhib
673	RSM3.2	Yeast extract	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
674	RSM3.2	Yeast extract	Jel423	-0.0984731927834662	0.786666590981501	FALSE	10	OD600-Inhib
675	THA3.2	Acetate	Jel197	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
676	THA3.2	Acetate	Jel423	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
677	THA3.2	Arabinose	Jel197	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
678	THA3.2	Arabinose	Jel423	-0.172328087371066	0.634029046428523	FALSE	10	OD600-Inhib
679	THA3.2	Citrate	Jel197	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
680	THA3.2	Citrate	Jel423	-0.221564683762799	0.538427658529376	FALSE	10	OD600-Inhib
681	THA3.2	Dextrose	Jel197	-0.196946385566932	0.585505074276392	FALSE	10	OD600-Inhib
682	THA3.2	Dextrose	Jel423	0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
683	THA3.2	Fructose	Jel197	-0.393892771133865	0.260059263934288	FALSE	10	OD600-Inhib
684	THA3.2	Fructose	Jel423	0.443129367525598	0.199621194607143	FALSE	10	OD600-Inhib
685	THA3.2	Galactose	Jel197	0.147709789175199	0.683842812890721	FALSE	10	OD600-Inhib
686	THA3.2	Galactose	Jel423	-0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
687	THA3.2	Heart infusion	Jel197	0.443129367525598	0.199621194607143	FALSE	10	OD600-Inhib
688	THA3.2	Heart infusion	Jel423	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
689	THA3.2	LB	Jel197	0.78778554226773	0.00680728262378728	TRUE	10	OD600-Inhib
690	THA3.2	LB	Jel423	-0.738548945875997	0.0147016293537315	TRUE	10	OD600-Inhib
691	THA3.2	Lactose	Jel197	0.590839156700797	0.072077391733668	FALSE	10	OD600-Inhib
692	THA3.2	Lactose	Jel423	0.295419578350399	0.407276101901824	FALSE	10	OD600-Inhib
693	THA3.2	Malt extract	Jel197	0.270801280154532	0.449185206401353	FALSE	10	OD600-Inhib
694	THA3.2	Malt extract	Jel423	0.541602560309064	0.105879566424054	FALSE	10	OD600-Inhib
695	THA3.2	Mannitol	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
696	THA3.2	Mannitol	Jel423	0.541602560309064	0.105879566424054	FALSE	10	OD600-Inhib
697	THA3.2	Mannose	Jel197	-0.0738548945875996	0.839320761006026	FALSE	10	OD600-Inhib
698	THA3.2	Mannose	Jel423	-0.689312349484263	0.0274460673121723	TRUE	10	OD600-Inhib
699	THA3.2	N-acetyl glucosamine	Jel197	0.496642864982822	0.0259118488660474	TRUE	20	OD600-Inhib
700	THA3.2	Peptone	Jel197	0.147709789175199	0.683842812890721	FALSE	10	OD600-Inhib
701	THA3.2	Peptone	Jel423	0.418511069329731	0.228708436936076	FALSE	10	OD600-Inhib
702	THA3.2	Pyruvate	Jel197	0.496642864982822	0.0259118488660474	TRUE	20	OD600-Inhib
703	THA3.2	R2A	Jel197	0.664694051288397	0.0360103690823689	TRUE	10	OD600-Inhib
704	THA3.2	R2A	Jel423	0	1	FALSE	10	OD600-Inhib
705	THA3.2	Succinate	Jel197	0.56622085850493	0.0879396381034807	FALSE	10	OD600-Inhib
706	THA3.2	Succinate	Jel423	0.295419578350399	0.407276101901824	FALSE	10	OD600-Inhib
707	THA3.2	Tryptone	Jel197	0.172328087371066	0.634029046428523	FALSE	10	OD600-Inhib
708	THA3.2	Tryptone	Jel423	-0.516984262113198	0.125969581177834	FALSE	10	OD600-Inhib
709	THA3.2	Xylose	Jel197	0.226861555609437	0.336125149535904	FALSE	20	OD600-Inhib
710	THA3.2	Yeast extract	Jel197	0.467747665721464	0.172809001965785	FALSE	10	OD600-Inhib
711	THA3.2	Yeast extract	Jel423	0.664694051288397	0.0360103690823689	TRUE	10	OD600-Inhib
712	HP1C	Acetate	Jel197	0.6	0.416666666666667	FALSE	4	Inhib550
713	HP1C	Acetate	Jel423	0.6	0.416666666666667	FALSE	4	Inhib550
714	HP1C	Arabinose	Jel197	0.7	0.233333333333333	FALSE	5	Inhib550
715	HP1C	Arabinose	Jel423	0.7	0.233333333333333	FALSE	5	Inhib550
716	HP1C	Citrate	Jel197	NA	NA	NA	4	Inhib550
717	HP1C	Citrate	Jel423	NA	NA	NA	4	Inhib550
718	HP1C	Dextrose	Jel197	-0.6	0.35	FALSE	5	Inhib550
719	HP1C	Dextrose	Jel423	0.9	0.0833333333333333	FALSE	5	Inhib550
720	HP1C	Fructose	Jel197	0.1	0.95	FALSE	5	Inhib550
721	HP1C	Fructose	Jel423	0.1	0.95	FALSE	5	Inhib550
722	HP1C	Galactose	Jel197	-0.8	0.333333333333333	FALSE	4	Inhib550
723	HP1C	Galactose	Jel423	0.4	0.75	FALSE	4	Inhib550
724	HP1C	Heart infusion	Jel197	0.2	0.916666666666667	FALSE	4	Inhib550
725	HP1C	Heart infusion	Jel423	0.2	0.916666666666667	FALSE	4	Inhib550
726	HP1C	LB	Jel197	-0.2	0.916666666666667	FALSE	4	Inhib550
727	HP1C	LB	Jel423	-0.2	0.916666666666667	FALSE	4	Inhib550
728	HP1C	Lactose	Jel197	0.1	0.95	FALSE	5	Inhib550
729	HP1C	Lactose	Jel423	0.1	0.95	FALSE	5	Inhib550
730	HP1C	Malt extract	Jel197	0.4	0.75	FALSE	4	Inhib550
731	HP1C	Malt extract	Jel423	-1	0.0833333333333333	FALSE	4	Inhib550
732	HP1C	Mannitol	Jel197	-0.2	0.916666666666667	FALSE	4	Inhib550
733	HP1C	Mannitol	Jel423	-0.2	0.916666666666667	FALSE	4	Inhib550
734	HP1C	Mannose	Jel197	0.5	0.45	FALSE	5	Inhib550
735	HP1C	Mannose	Jel423	0.1	0.95	FALSE	5	Inhib550
736	HP1C	N-acetyl glucosamine	Jel197	0.5	0.45	FALSE	5	Inhib550
737	HP1C	N-acetyl glucosamine	Jel423	0.5	0.45	FALSE	5	Inhib550
738	HP1C	Peptone	Jel197	-0.2	0.916666666666667	FALSE	4	Inhib550
739	HP1C	Peptone	Jel423	-0.2	0.916666666666667	FALSE	4	Inhib550
740	HP1C	Pyruvate	Jel197	0.4	0.75	FALSE	4	Inhib550
741	HP1C	Pyruvate	Jel423	0.4	0.75	FALSE	4	Inhib550
742	HP1C	R2A	Jel197	0	1	FALSE	4	Inhib550
743	HP1C	R2A	Jel423	0	1	FALSE	4	Inhib550
744	HP1C	Succinate	Jel197	-0.4	0.75	FALSE	4	Inhib550
745	HP1C	Succinate	Jel423	-0.4	0.75	FALSE	4	Inhib550
746	HP1C	Tryptone	Jel197	-0.4	0.75	FALSE	4	Inhib550
747	HP1C	Tryptone	Jel423	-0.4	0.75	FALSE	4	Inhib550
748	HP1C	Xylose	Jel197	0	1	FALSE	5	Inhib550
749	HP1C	Xylose	Jel423	-0.5	0.45	FALSE	5	Inhib550
750	HP1C	Yeast extract	Jel197	0.3	0.683333333333333	FALSE	5	Inhib550
751	HP1C	Yeast extract	Jel423	-0.3	0.683333333333333	FALSE	5	Inhib550
752	P060114-29-3-1	Acetate	Jel197	0.3	0.683333333333333	FALSE	5	Inhib550
753	P060114-29-3-1	Acetate	Jel423	0.3	0.683333333333333	FALSE	5	Inhib550
754	P060114-29-3-1	Arabinose	Jel197	0.7	0.233333333333333	FALSE	5	Inhib550
755	P060114-29-3-1	Arabinose	Jel423	0.7	0.233333333333333	FALSE	5	Inhib550
756	P060114-29-3-1	Citrate	Jel197	0.4	0.516666666666667	FALSE	5	Inhib550
757	P060114-29-3-1	Citrate	Jel423	0.9	0.0833333333333333	FALSE	5	Inhib550
758	P060114-29-3-1	Dextrose	Jel197	0	1	FALSE	5	Inhib550
759	P060114-29-3-1	Dextrose	Jel423	0.1	0.95	FALSE	5	Inhib550
760	P060114-29-3-1	Fructose	Jel197	-0.3	0.683333333333333	FALSE	5	Inhib550
761	P060114-29-3-1	Fructose	Jel423	-0.4	0.516666666666667	FALSE	5	Inhib550
762	P060114-29-3-1	Galactose	Jel197	-0.6	0.35	FALSE	5	Inhib550
763	P060114-29-3-1	Galactose	Jel423	-0.6	0.35	FALSE	5	Inhib550
764	P060114-29-3-1	Heart infusion	Jel197	0.1	0.95	FALSE	5	Inhib550
765	P060114-29-3-1	Heart infusion	Jel423	0.1	0.95	FALSE	5	Inhib550
766	P060114-29-3-1	LB	Jel197	0.8	0.133333333333333	FALSE	5	Inhib550
767	P060114-29-3-1	LB	Jel423	0.8	0.133333333333333	FALSE	5	Inhib550
768	P060114-29-3-1	Lactose	Jel197	-0.205195670417031	0.740581941591072	FALSE	5	Inhib550
769	P060114-29-3-1	Lactose	Jel423	-0.3	0.683333333333333	FALSE	5	Inhib550
770	P060114-29-3-1	Malt extract	Jel197	0.2	0.783333333333333	FALSE	5	Inhib550
771	P060114-29-3-1	Malt extract	Jel423	0.2	0.783333333333333	FALSE	5	Inhib550
772	P060114-29-3-1	Mannitol	Jel197	0.6	0.35	FALSE	5	Inhib550
773	P060114-29-3-1	Mannitol	Jel423	0.6	0.35	FALSE	5	Inhib550
774	P060114-29-3-1	Mannose	Jel197	-0.7	0.233333333333333	FALSE	5	Inhib550
775	P060114-29-3-1	Mannose	Jel423	-0.66688592885535	0.218893981313232	FALSE	5	Inhib550
776	P060114-29-3-1	N-acetyl glucosamine	Jel197	-0.9	0.0833333333333333	FALSE	5	Inhib550
777	P060114-29-3-1	N-acetyl glucosamine	Jel423	-0.7	0.233333333333333	FALSE	5	Inhib550
778	P060114-29-3-1	Peptone	Jel197	-0.3	0.683333333333333	FALSE	5	Inhib550
779	P060114-29-3-1	Peptone	Jel423	-0.3	0.683333333333333	FALSE	5	Inhib550
780	P060114-29-3-1	Pyruvate	Jel197	0.3	0.683333333333333	FALSE	5	Inhib550
781	P060114-29-3-1	Pyruvate	Jel423	0.3	0.683333333333333	FALSE	5	Inhib550
782	P060114-29-3-1	R2A	Jel197	-0.3	0.683333333333333	FALSE	5	Inhib550
783	P060114-29-3-1	R2A	Jel423	-0.3	0.683333333333333	FALSE	5	Inhib550
784	P060114-29-3-1	Succinate	Jel197	-0.5	0.45	FALSE	5	Inhib550
785	P060114-29-3-1	Succinate	Jel423	-0.5	0.45	FALSE	5	Inhib550
786	P060114-29-3-1	Tryptone	Jel197	0.3	0.683333333333333	FALSE	5	Inhib550
787	P060114-29-3-1	Tryptone	Jel423	0.3	0.683333333333333	FALSE	5	Inhib550
788	P060114-29-3-1	Xylose	Jel197	0.2	0.783333333333333	FALSE	5	Inhib550
789	P060114-29-3-1	Xylose	Jel423	0.2	0.783333333333333	FALSE	5	Inhib550
790	P060114-29-3-1	Yeast extract	Jel197	-0.102597835208515	0.869597920518565	FALSE	5	Inhib550
791	P060114-29-3-1	Yeast extract	Jel423	0.102597835208515	0.869597920518565	FALSE	5	Inhib550
792	Panama13O	Acetate	Jel197	-0.246182981958665	0.49294291575413	FALSE	10	Inhib550
793	Panama13O	Acetate	Jel423	-0.271625639078637	0.447751299917699	FALSE	10	Inhib550
794	Panama13O	Arabinose	Jel197	-0.101031364056544	0.781235992491762	FALSE	10	Inhib550
795	Panama13O	Arabinose	Jel423	-0.050669459193814	0.889444688450607	FALSE	10	Inhib550
796	Panama13O	Citrate	Jel197	-0.147709789175199	0.683842812890721	FALSE	10	Inhib550
797	Panama13O	Citrate	Jel423	-0.098772959664959	0.786029799625456	FALSE	10	Inhib550
798	Panama13O	Dextrose	Jel197	-0.147709789175199	0.683842812890721	FALSE	10	Inhib550
799	Panama13O	Dextrose	Jel423	-0.222919832078131	0.535881182228015	FALSE	10	Inhib550
800	Panama13O	Fructose	Jel197	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
801	Panama13O	Fructose	Jel423	-0.0492365963917331	0.892555668988562	FALSE	10	Inhib550
802	Panama13O	Galactose	Jel197	-0.101031364056544	0.781235992491762	FALSE	10	Inhib550
803	Panama13O	Galactose	Jel423	-0.101031364056544	0.781235992491762	FALSE	10	Inhib550
804	Panama13O	Heart infusion	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
805	Panama13O	Heart infusion	Jel423	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
806	Panama13O	LB	Jel197	-0.393892771133865	0.260059263934288	FALSE	10	Inhib550
807	Panama13O	LB	Jel423	-0.393892771133865	0.260059263934288	FALSE	10	Inhib550
808	Panama13O	Lactose	Jel197	-0.151547046084816	0.676000103180731	FALSE	10	Inhib550
809	Panama13O	Lactose	Jel423	-0.151547046084816	0.676000103180731	FALSE	10	Inhib550
810	Panama13O	Malt extract	Jel197	0.0505156820282722	0.889778499543262	FALSE	10	Inhib550
811	Panama13O	Malt extract	Jel423	-0.0757735230424082	0.835193845187045	FALSE	10	Inhib550
812	Panama13O	Mannitol	Jel197	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
813	Panama13O	Mannitol	Jel423	0	1	FALSE	10	Inhib550
814	Panama13O	Mannose	Jel197	-0.959797958537171	1.08858736098348e-05	TRUE	10	Inhib550
815	Panama13O	Mannose	Jel423	-0.479898979268586	0.160412315629861	FALSE	10	Inhib550
816	Panama13O	N-acetyl glucosamine	Jel197	-0.516984262113198	0.125969581177834	FALSE	10	Inhib550
817	Panama13O	N-acetyl glucosamine	Jel423	-0.64007575309253	0.0462211867490839	TRUE	10	Inhib550
818	Panama13O	Peptone	Jel197	0	1	FALSE	10	Inhib550
819	Panama13O	Peptone	Jel423	0	1	FALSE	10	Inhib550
820	Panama13O	Pyruvate	Jel197	0.348352531957471	0.323911465524798	FALSE	10	Inhib550
821	Panama13O	Pyruvate	Jel423	0.328351933183769	0.354289468091582	FALSE	10	Inhib550
822	Panama13O	R2A	Jel197	0.418511069329731	0.228708436936076	FALSE	10	Inhib550
823	Panama13O	R2A	Jel423	0.295419578350399	0.407276101901824	FALSE	10	Inhib550
824	Panama13O	Succinate	Jel197	0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
825	Panama13O	Succinate	Jel423	0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
826	Panama13O	Tryptone	Jel197	0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
827	Panama13O	Tryptone	Jel423	0.246182981958665	0.492942915754129	FALSE	10	Inhib550
828	Panama13O	Xylose	Jel197	-0.959797958537171	1.08858736098348e-05	TRUE	10	Inhib550
829	Panama13O	Xylose	Jel423	0.176804887098953	0.625104361889168	FALSE	10	Inhib550
830	Panama13O	Yeast extract	Jel197	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
831	Panama13O	Yeast extract	Jel423	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
832	Panama68B	Acetate	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
833	Panama68B	Acetate	Jel423	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
834	Panama68B	Arabinose	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
835	Panama68B	Arabinose	Jel423	-0.520146274848973	0.123266712048103	FALSE	10	Inhib550
836	Panama68B	Citrate	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
837	Panama68B	Citrate	Jel423	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
838	Panama68B	Dextrose	Jel197	-0.984731927834662	2.33418632078732e-07	TRUE	10	Inhib550
839	Panama68B	Dextrose	Jel423	-0.393892771133865	0.260059263934288	FALSE	10	Inhib550
840	Panama68B	Fructose	Jel197	0.151547046084816	0.676000103180731	FALSE	10	Inhib550
841	Panama68B	Fructose	Jel423	-0.044600464994129	0.902630324796813	FALSE	10	Inhib550
842	Panama68B	Galactose	Jel197	-0.880771012101089	0.00076379173745758	TRUE	10	Inhib550
843	Panama68B	Galactose	Jel423	0.0825722823844771	0.820599649141998	FALSE	10	Inhib550
844	Panama68B	Heart infusion	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
845	Panama68B	Heart infusion	Jel423	-0.270801280154532	0.449185206401353	FALSE	10	Inhib550
846	Panama68B	LB	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
847	Panama68B	LB	Jel423	-0.689312349484263	0.0274460673121723	TRUE	10	Inhib550
848	Panama68B	Lactose	Jel197	-0.861640436855329	0.00135214466604222	TRUE	10	Inhib550
849	Panama68B	Lactose	Jel423	-0.960113629638795	1.05520268926875e-05	TRUE	10	Inhib550
850	Panama68B	Malt extract	Jel197	0.689312349484263	0.0274460673121723	TRUE	10	Inhib550
851	Panama68B	Malt extract	Jel423	0.147709789175199	0.683842812890721	FALSE	10	Inhib550
852	Panama68B	Mannitol	Jel197	-0.440385506050544	0.202750555511042	FALSE	10	Inhib550
853	Panama68B	Mannitol	Jel423	0.220192753025272	0.541010589794929	FALSE	10	Inhib550
854	Panama68B	Mannose	Jel197	-0.709372428713396	0.0215903270065923	TRUE	10	Inhib550
855	Panama68B	Mannose	Jel423	0.656703866367538	0.0391375933420757	TRUE	10	Inhib550
856	Panama68B	N-acetyl glucosamine	Jel197	0.910877033247062	0.000247580323683572	TRUE	10	Inhib550
857	Panama68B	N-acetyl glucosamine	Jel423	0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
858	Panama68B	Peptone	Jel197	0.295419578350399	0.407276101901824	FALSE	10	Inhib550
859	Panama68B	Peptone	Jel423	-0.123091490979333	0.734780145679171	FALSE	10	Inhib550
860	Panama68B	Pyruvate	Jel197	-0.530904658199154	0.114341853927687	FALSE	10	Inhib550
861	Panama68B	Pyruvate	Jel423	-0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
862	Panama68B	R2A	Jel197	0.295419578350399	0.407276101901824	FALSE	10	Inhib550
863	Panama68B	R2A	Jel423	-0.64007575309253	0.0462211867490839	TRUE	10	Inhib550
864	Panama68B	Succinate	Jel197	-0.259499648053841	0.469050758215536	FALSE	10	Inhib550
865	Panama68B	Succinate	Jel423	-0.260289603147677	0.467649772336984	FALSE	10	Inhib550
866	Panama68B	Tryptone	Jel197	-0.246182981958665	0.49294291575413	FALSE	10	Inhib550
867	Panama68B	Tryptone	Jel423	-0.196946385566932	0.585505074276392	FALSE	10	Inhib550
868	Panama68B	Xylose	Jel197	-0.555672502310994	0.0953674961297499	FALSE	10	Inhib550
869	Panama68B	Xylose	Jel423	0.277836251155497	0.437015548566551	FALSE	10	Inhib550
870	Panama68B	Yeast extract	Jel197	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
871	Panama68B	Yeast extract	Jel423	0.185199299371798	0.608488154819226	FALSE	10	Inhib550
872	RSM3.2	Acetate	Jel197	0.393892771133865	0.260059263934288	FALSE	10	Inhib550
873	RSM3.2	Acetate	Jel423	0	1	FALSE	10	Inhib550
874	RSM3.2	Arabinose	Jel197	-0.123091490979333	0.734780145679171	FALSE	10	Inhib550
875	RSM3.2	Arabinose	Jel423	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
876	RSM3.2	Citrate	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
877	RSM3.2	Citrate	Jel423	0.393892771133865	0.260059263934288	FALSE	10	Inhib550
878	RSM3.2	Dextrose	Jel197	0	1	FALSE	10	Inhib550
879	RSM3.2	Dextrose	Jel423	0	1	FALSE	10	Inhib550
880	RSM3.2	Fructose	Jel197	0	1	FALSE	10	Inhib550
881	RSM3.2	Fructose	Jel423	-0.123091490979333	0.734780145679171	FALSE	10	Inhib550
882	RSM3.2	Galactose	Jel197	0	1	FALSE	10	Inhib550
883	RSM3.2	Galactose	Jel423	-0.123091490979333	0.734780145679171	FALSE	10	Inhib550
884	RSM3.2	Heart infusion	Jel197	0	1	FALSE	10	Inhib550
885	RSM3.2	Heart infusion	Jel423	0.393892771133865	0.260059263934288	FALSE	10	Inhib550
886	RSM3.2	LB	Jel197	-0.196946385566932	0.585505074276392	FALSE	10	Inhib550
887	RSM3.2	LB	Jel423	-0.172328087371066	0.634029046428523	FALSE	10	Inhib550
888	RSM3.2	Lactose	Jel197	0.0757735230424082	0.835193845187045	FALSE	10	Inhib550
889	RSM3.2	Lactose	Jel423	-0.808250912452355	0.00465926042883902	TRUE	10	Inhib550
890	RSM3.2	Malt extract	Jel197	0.0492365963917331	0.892555668988562	FALSE	10	Inhib550
891	RSM3.2	Malt extract	Jel423	-0.0246182981958665	0.946180098725265	FALSE	10	Inhib550
892	RSM3.2	Mannitol	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
893	RSM3.2	Mannitol	Jel423	0.0492365963917331	0.892555668988562	FALSE	10	Inhib550
894	RSM3.2	Mannose	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
895	RSM3.2	Mannose	Jel423	0.393892771133865	0.260059263934288	FALSE	10	Inhib550
896	RSM3.2	N-acetyl glucosamine	Jel197	-0.443129367525598	0.199621194607143	FALSE	10	Inhib550
897	RSM3.2	N-acetyl glucosamine	Jel423	0.196946385566932	0.585505074276392	FALSE	10	Inhib550
898	RSM3.2	Peptone	Jel197	-0.344656174742132	0.329420463499337	FALSE	10	Inhib550
899	RSM3.2	Peptone	Jel423	0	1	FALSE	10	Inhib550
900	RSM3.2	Pyruvate	Jel197	-0.492365963917331	0.148266104168823	FALSE	10	Inhib550
901	RSM3.2	Pyruvate	Jel423	0.590839156700797	0.072077391733668	FALSE	10	Inhib550
902	RSM3.2	R2A	Jel197	0.0984731927834662	0.786666590981501	FALSE	10	Inhib550
903	RSM3.2	R2A	Jel423	0.123091490979333	0.734780145679172	FALSE	10	Inhib550
904	RSM3.2	Succinate	Jel197	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
905	RSM3.2	Succinate	Jel423	0.344656174742132	0.329420463499337	FALSE	10	Inhib550
906	RSM3.2	Tryptone	Jel197	0.541602560309064	0.105879566424054	FALSE	10	Inhib550
907	RSM3.2	Tryptone	Jel423	-0.123091490979333	0.734780145679171	FALSE	10	Inhib550
908	RSM3.2	Xylose	Jel197	0.71393064768013	0.0203915002809513	TRUE	10	Inhib550
909	RSM3.2	Xylose	Jel423	-0.295419578350399	0.407276101901824	FALSE	10	Inhib550
